mcd,d13C,d13C_corr,d18O,d18O_corr,type,comment
362.52,0.91,0.91,0.87,1.37,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
537.79,0.59,0.59,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
415.19,0.83,0.83,1.36,1.86,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
415.29,0.79,0.79,1.36,1.86,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
449.99,0.83,0.83,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
415.39,0.72,0.72,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
415.48,0.78,0.78,1.35,1.85,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
449.89,0.82,0.82,1.18,1.68,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
415.59,0.71,0.71,1.28,1.78,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
415.69,0.74,0.74,1.25,1.75,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
580.19,-0.31,-0.31,1.63,2.13,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.89,1.41,1.41,1.43,1.93,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
362.42,0.92,0.92,0.88,1.38,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
580.09,0.74,0.74,1.15,1.65,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.09,0.59,0.59,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.19,0.7,0.7,1.36,1.86,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
537.49,0.75,0.75,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.24,0.76,0.76,1.24,1.74,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.29,0.73,0.73,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
579.99,0.85,0.85,1.05,1.55,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.39,0.71,0.71,1.42,1.92,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.49,0.73,0.73,1.12,1.62,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
579.89,0.23,0.23,1.53,2.03,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.69,0.62,0.62,1.09,1.59,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
362.32,0.85,0.85,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
537.09,0.66,0.66,1.07,1.57,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.89,0.6,0.6,1.23,1.73,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
416.99,0.53,0.53,1.23,1.73,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
448.59,1.12,1.12,0.98,1.48,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
417.19,0.56,0.56,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
417.29,0.61,0.61,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
579.79,-0.31,-0.31,1.85,2.35,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
417.39,0.55,0.55,1,1.5,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
417.49,0.55,0.55,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
579.69,0.01,0.01,1.05,1.55,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
559.39,0.64,0.64,0.97,1.47,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.79,1.33,1.33,1.36,1.86,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
536.69,0.7,0.7,1.27,1.77,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
417.74,0.77,0.77,1.07,1.57,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
417.79,0.74,0.74,1.07,1.57,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
579.59,-1.05,-1.05,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
417.89,0.51,0.51,0.81,1.31,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
417.99,0.53,0.53,0.92,1.42,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
579.49,0.78,0.78,1.24,1.74,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.09,0.38,0.38,0.99,1.49,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.19,0.52,0.52,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
536.29,0.63,0.63,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.29,0.43,0.43,1.19,1.69,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.69,1.39,1.39,1.48,1.98,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
447.09,0.91,0.91,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.49,0.23,0.23,1.38,1.88,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.59,0.76,0.76,1.15,1.65,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
446.99,0.94,0.94,1.07,1.57,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.69,0.5,0.5,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.79,0.59,0.59,1.06,1.56,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
579.39,0.92,0.92,0.97,1.47,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.89,0.86,0.86,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
418.99,0.8,0.8,1.16,1.66,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
579.07,-0.15,-0.15,1.67,2.17,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
559.29,0.74,0.74,1.09,1.59,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.59,1.25,1.25,1.52,2.02,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
535.69,0.49,0.49,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
419.59,0.77,0.77,0.75,1.25,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
419.69,0.82,0.82,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
578.89,0.82,0.82,1.28,1.78,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
419.79,0.62,0.62,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
419.83,0.87,0.87,0.9,1.4,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
578.79,-0.81,-0.81,1.89,2.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
419.89,0.86,0.86,0.99,1.49,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
419.99,0.82,0.82,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
535.39,0.97,0.97,1.09,1.59,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
420.09,0.96,0.96,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
358.29,0.75,0.75,1.84,2.34,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
445.49,1.03,1.03,0.99,1.49,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
420.29,0.73,0.73,1.27,1.77,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
420.39,0.81,0.81,1.29,1.79,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
578.59,-1.05,-1.05,1.52,2.02,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
420.49,0.66,0.66,1.39,1.89,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
420.59,0.78,0.78,1.57,2.07,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
578.49,-0.39,-0.39,1.7,2.2,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.39,1.22,1.22,1.37,1.87,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
559.19,0.8,0.8,1.19,1.69,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
534.99,0.57,0.57,1.16,1.66,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.29,1.01,1.01,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.19,1.15,1.15,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
578.39,0.53,0.53,1.43,1.93,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.09,0.86,0.86,1.45,1.95,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.19,0.85,0.85,1.53,2.03,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
508.74,0.33,0.83,0.92,0.82,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995)
421.29,0.89,0.89,1.54,2.04,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.33,1.25,1.25,1.56,2.06,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
578.29,-0.57,-0.57,1.32,1.82,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.39,0.77,0.77,0.99,1.49,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.49,1.01,1.01,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
534.59,0.67,0.67,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.59,1,1,1.31,1.81,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
559.09,0.86,0.86,1.02,1.52,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
443.9,0.67,0.67,1.64,2.14,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.79,0.96,0.96,1.47,1.97,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.89,0.88,0.88,1.35,1.85,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
443.79,0.8,0.8,1.41,1.91,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
421.99,0.74,0.74,1.5,2,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.09,0.92,0.92,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
578.19,0.75,0.75,0.85,1.35,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.19,0.86,0.86,1.68,2.18,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.29,0.87,0.87,1.62,2.12,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
578.09,-0.12,-0.12,1.34,1.84,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
490.17,1.14,1.14,1.18,1.68,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
357.32,0.7,0.7,1.14,1.64,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
534.19,0.88,0.88,1.09,1.59,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.59,1.07,1.07,1.51,2.01,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.69,0.65,0.65,1.52,2.02,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.99,0.88,0.88,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.79,0.95,0.95,1.48,1.98,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.83,1.11,1.11,1.32,1.82,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.88,-0.28,-0.28,1.24,1.74,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.89,0.3,0.3,1.34,1.84,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
422.99,0.12,0.12,1.5,2,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
533.79,0.81,0.81,1.24,1.74,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
423.09,0.88,0.88,1.4,1.9,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
357.22,0.07,0.07,1.32,1.82,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
442.19,0.78,0.78,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
423.29,0.66,0.66,1.66,2.16,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
423.39,0.77,0.77,1.54,2.04,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.79,0.63,0.63,1.37,1.87,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
423.49,0.73,0.73,1.64,2.14,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
423.59,0.82,0.82,1.51,2.01,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
577.69,0.67,0.67,1.4,1.9,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
423.69,1,1,1.28,1.78,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
