d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
1.01,1.01,3.13,3.48,NUMB,19.2217,517.288,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.74,0.74,3.23,3.87,CWUE,19.2217,517.288,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.11,1.11,3.15,3.79,CWUE,19.2968,519.613,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.55,0.55,3.37,4.01,CWUE,19.2968,519.613,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.52,0.52,3.23,3.87,CWUE,19.3419,521.008,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,3.23,3.87,CWUE,19.372,521.938,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,3.3,3.94,CWUE,19.4171,523.333,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,3.25,3.89,CWUE,19.4171,523.333,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.46,0.46,3.36,4,CWUE,19.4472,524.263,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,3.33,3.97,CWUE,19.4923,525.658,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,3.73,4.37,CWUE,19.5223,526.588,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.51,-0.51,3.98,4.33,NUMB,19.5675,527.983,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.5,-0.5,3.79,4.43,CWUE,19.5983,528.937,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.06,0.06,3.42,4.06,CWUE,19.6481,530.477,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.18,0.18,3.74,4.24,CSPP,19.6481,530.477,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.18,0.18,3.74,4.24,CSPP,19.6813,531.503,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.3,0.3,4.04,4.68,CWUE,19.7311,533.043,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.24,-0.24,3.79,4.43,CWUE,19.7311,533.043,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.2,0.2,3.96,4.6,CWUE,19.7643,534.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.23,0.23,3.8,4.44,CWUE,19.814,535.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.94,0.94,2.89,3.53,CWUE,19.8472,536.636,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.23,0.23,4,4.35,NUMB,19.8472,536.636,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.16,0.16,3.71,4.35,CWUE,19.897,538.176,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.31,0.31,3.83,4.33,CSPP,19.9302,539.202,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.02,0.02,4.02,4.37,NUMB,19.9302,539.202,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.15,-0.15,3.75,4.39,CWUE,20.0099,541.667,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.48,-0.48,3.7,4.34,CWUE,20.0099,541.667,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.36,0.36,3.63,4.27,CWUE,20.0847,543.98,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.16,-0.16,3.5,4.14,CWUE,20.2342,550.108,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.2,0.2,3.38,4.02,CWUE,20.3837,557.402,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.52,0.52,3.5,4.14,CWUE,20.4585,561.049,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.35,0.35,3.09,3.73,CWUE,20.608,568.023,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.61,0.61,2.81,3.45,CWUE,20.6828,571.171,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.4,0.4,2.8,3.44,CWUE,20.6828,571.171,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.9,0.9,2.9,3.54,CWUE,20.7576,574.319,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.02,0.02,2.65,3.29,CWUE,20.8405,577.811,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.97,0.97,2.6,3.24,CWUE,20.8405,577.811,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.51,0.51,3.12,3.76,CWUE,20.927,581.451,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.83,0.83,2.63,3.27,CWUE,20.9615,582.906,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,3.75,4.39,CWUE,21.0134,585.09,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.21,0.21,3.44,3.94,CSPP,21.0566,586.91,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.38,-0.38,3.56,4.2,CWUE,21.0998,588.73,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.03,0.03,3.7,4.05,NUMB,21.1431,590.47,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.87,0.87,3.83,4.47,CWUE,21.1863,592.028,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.54,0.54,3.5,4.14,CWUE,21.2295,593.586,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.91,0.91,3.3,3.94,CWUE,21.2641,594.833,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,3.6,4.24,CWUE,21.2641,594.833,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.79,0.79,3.36,4,CWUE,21.2727,595.144,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.903,0.903,3.382,4.022,CWUE,21.2992,596.098,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,3.33,3.97,CWUE,21.3175,596.759,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.44,0.44,3.21,3.85,CWUE,21.3542,598.08,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.03,1.03,3.21,3.85,CWUE,21.3633,598.411,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.164,1.164,3.308,3.948,CWUE,21.3908,599.402,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.18,1.18,3.25,3.89,CWUE,21.4092,600.063,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,3.15,3.79,CWUE,21.4458,601.385,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.618,0.618,3.255,3.895,CWUE,21.4825,602.706,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.63,0.63,3.2,3.84,CWUE,21.5008,603.367,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.46,0.46,3.14,3.78,CWUE,21.5375,604.689,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,3.17,3.67,CSPP,21.5375,604.689,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.492,0.492,3.588,3.938,NUMB,21.5742,606.011,"d18 no corr, d13C corretced -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.3,0.3,3.29,3.64,NUMB,21.5925,606.672,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.62,0.62,3.14,3.64,CSPP,21.6292,607.993,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.01,-0.01,3.19,3.83,CWUE,21.6292,607.993,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.476,0.476,2.998,3.638,CWUE,21.6658,609.315,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,2.94,3.58,CWUE,21.6842,609.976,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.51,0.51,3.06,3.7,CWUE,21.7208,611.297,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.292,0.292,3.159,3.799,CWUE,21.7575,612.619,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.3,0.3,3.1,3.74,CWUE,21.7758,613.28,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,3.02,3.66,CWUE,21.8125,614.602,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.154,0.154,2.886,3.526,CWUE,21.8492,615.923,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.17,0.17,2.83,3.47,CWUE,21.8675,616.584,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,2.58,3.22,CWUE,21.9042,617.906,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.61,0.61,2.86,3.5,CWUE,21.9042,617.906,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.744,0.744,2.942,3.582,CWUE,21.9408,619.228,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,2.89,3.53,CWUE,21.9578,619.838,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.63,0.63,3.01,3.65,CWUE,21.9887,620.955,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.292,0.292,3.181,3.821,CWUE,22.0198,622.322,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.3,0.3,3.12,3.76,CWUE,22.0353,623.011,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.718,0.718,3.016,3.656,CWUE,22.0972,625.767,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,2.96,3.6,CWUE,22.1128,626.456,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.34,-0.34,4.03,4.67,CWUE,22.1437,627.833,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.799,-0.799,4.303,4.943,CWUE,22.1748,629.211,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.79,-0.79,4.24,4.88,CWUE,22.1902,629.9,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.78,-0.78,4.32,4.96,CWUE,22.2213,631.278,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.044,0.044,4.363,5.003,CWUE,22.2522,632.656,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.06,0.06,4.31,4.95,CWUE,22.266,633.222,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.07,-0.07,4.39,5.03,CWUE,22.29,634.111,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.151,-0.151,4.18,4.82,CWUE,22.314,635,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.14,-0.14,4.12,4.76,CWUE,22.326,635.444,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.23,-0.23,4.28,4.92,CWUE,22.35,636.333,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.015,0.015,4.183,4.823,CWUE,22.374,637.222,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.03,0.03,4.13,4.77,CWUE,22.386,637.667,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.25,-0.25,4.33,4.97,CWUE,22.41,638.556,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.137,-0.137,4.108,4.748,CWUE,22.434,639.444,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.12,-0.12,4.05,4.69,CWUE,22.446,639.889,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.29,-0.29,4.04,4.68,CWUE,22.47,640.778,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.452,-0.452,4.005,4.645,CWUE,22.494,641.667,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.44,-0.44,3.95,4.59,CWUE,22.506,642.111,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.01,0.01,4.17,4.81,CWUE,22.53,643,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.377,-0.377,4.098,4.738,CWUE,22.554,643.889,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.36,-0.36,4.04,4.68,CWUE,22.566,644.333,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.1,-0.1,4.03,4.67,CWUE,22.59,645.222,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.394,-0.394,3.989,4.629,CWUE,22.614,646.111,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.38,-0.38,3.93,4.57,CWUE,22.626,646.556,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.09,-0.09,4,4.64,CWUE,22.65,647.444,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.538,-0.538,3.947,4.587,CWUE,22.674,648.333,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.52,-0.52,3.89,4.53,CWUE,22.6894,648.903,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.1,-0.1,3.89,4.53,CWUE,22.7269,650.292,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.266,-0.266,4.025,4.665,CWUE,22.7644,651.681,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.25,-0.25,3.96,4.6,CWUE,22.7831,652.375,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.558,-0.558,3.967,4.607,CWUE,22.8581,655.153,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.55,-0.55,3.91,4.55,CWUE,22.8769,655.847,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.29,-0.29,3.86,4.5,CWUE,22.9144,657.236,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.412,-0.412,3.832,4.472,CWUE,22.9519,658.625,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.4,-0.4,3.78,4.42,CWUE,22.9706,659.319,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.95,-0.95,3.85,4.49,CWUE,23.0081,660.708,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.171,-0.171,3.993,4.633,CWUE,23.0456,662.097,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.16,-0.16,3.93,4.57,CWUE,23.0644,662.792,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-1.05,-1.05,3.92,4.56,CWUE,23.1019,664.181,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.458,-0.458,3.658,4.298,CWUE,23.1394,665.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.44,-0.44,3.6,4.24,CWUE,23.1581,666.264,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.216,-0.216,3.714,4.354,CWUE,23.2331,669.042,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.2,-0.2,3.65,4.29,CWUE,23.2519,669.736,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.503,-0.503,3.746,4.386,CWUE,23.3186,672.208,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.49,-0.49,3.69,4.33,CWUE,23.3341,672.78,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.53,-0.53,4.05,4.4,NUMB,23.365,673.924,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.449,-0.449,4.111,4.461,NUMB,23.5503,680.789,"d18 no corr, d13C corretced -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.64,-0.64,3.81,4.16,NUMB,23.5657,681.361,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.38,-0.38,3.75,4.39,CWUE,23.5966,682.505,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.08,-0.08,3.52,4.16,CWUE,23.643,684.221,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.29,0.29,3.47,4.11,CWUE,23.6739,685.365,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.29,-0.29,3.7,4.34,CWUE,23.6739,685.365,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.281,-0.281,4,4.35,NUMB,23.697,686.223,"d18 no corr, d13C corretced -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
-0.47,-0.47,3.7,4.05,NUMB,23.7125,686.795,"d18 corrected -0.2, d13C corrected +0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)"
0.36,0.36,3.325,3.965,CWUE,23.782,689.37,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.38,0.38,3.27,3.91,CWUE,23.7974,689.942,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.475,0.475,3.466,4.106,CWUE,23.8592,692.23,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,3.41,4.05,CWUE,23.8747,692.802,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.112,0.112,3.409,3.909,CSPP,23.9364,695.069,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.13,0.13,3.35,3.85,CSPP,23.9519,695.636,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.25,0.25,3.17,3.81,CWUE,23.9828,696.768,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.171,-0.171,3.091,3.731,CWUE,24.0137,697.901,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.16,-0.16,3.03,3.67,CWUE,24.0291,698.467,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.47,0.47,2.93,3.57,CWUE,24.06,699.6,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.41,0.41,2.88,3.52,CWUE,24.06,699.6,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.57,0.57,2.75,3.39,CWUE,24.1145,701.6,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.75,0.75,2.77,3.41,CWUE,24.1509,702.933,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.757,0.757,2.893,3.533,CWUE,24.1873,704.242,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.77,0.77,2.83,3.47,CWUE,24.2055,704.848,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.86,0.86,2.78,3.42,CWUE,24.2418,706.061,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.833,0.833,2.913,3.553,CWUE,24.2782,707.273,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.85,0.85,2.86,3.5,CWUE,24.2964,707.879,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.913,0.913,2.914,3.554,CWUE,24.3691,710.303,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.93,0.93,2.85,3.49,CWUE,24.3873,710.909,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.8,0.8,3,3.64,CWUE,24.4236,712.121,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.498,0.498,3.146,3.786,CWUE,24.46,713.333,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.51,0.51,3.09,3.73,CWUE,24.4782,713.939,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,3.05,3.69,CWUE,24.5145,715.151,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.643,0.643,3.111,3.751,CWUE,24.5509,716.364,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.66,0.66,3.05,3.69,CWUE,24.5691,716.97,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.15,-0.15,3.27,3.91,CWUE,24.6055,718.182,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.125,0.125,3.287,3.927,CWUE,24.6418,719.394,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
